Index,artist,title,mood,lyrics,wordcount
1294,Matt Brouwer,Have Yourself A Merry Little Christmas,happy,"Have yourself a merry little Christmas
Let your heart be light
From now on our troubles will be out of sight

Have yourself a merry little Christmas
Make the Yule-tide gay
From now on our troubles will be miles away

Here we are as in olden days
Happy golden days of yore
Faithful friends who are dear to us
Will be near to us once more

Through the years we all will be together
If the fates allow
Hang a shining star upon the highest bough

And have yourself a merry little Christmas now
Have yourself a merry little Christmas now",532
1295,The Cardigans,Carnival,happy,"I will never know
Cause you will never show
Come on and love me now
Come on and love me now
I will never know
Cause you will never show
Come on and love me now
Come on and love me now
Come on and love me now
Carnival
Came by my town today
Bright lights from giant wheels
Fall on the alleyways
And I'm here
By my door
Waiting for you
I will never know
Cause you will never show
Come on and love me now
Come on and love me now
I will never know
Cause you will never show
Come on and love me now
Come on and love me now
Come on and love me now
I hear sounds of lovers
Barrel organs, mothers
I would like to take you
Down there just
To make you mine
In a merry-go-round
I will never know
Cause you will never show
Come on and love me now
Come on and love me now
I will never know
Cause you will never show
Come on and love me now
Come on and love me now
Come on and love me now
Come on and love me now
Come on and love me now
Come on and love me now
Come on and love me now
Come on and love me now
Come on and love me now
Come on and love me now",1041
1296,Arch Enemy,I Will Live Again,angry,"I don't know
I cannot see
Who we are now
How it used to be
Is it you or is it me
Look in the mirror
We are a fading memory
Where are we?
We got lost
In the cold
I will live again, you'll see
Tomorrow's not scaring me
Far away from yesterday
Just take the pain away
Fatal chaos
Hurtful lies
A broken dream
Is all we left behind
Is it you or is it me
Look in the mirror
Just a fading memory
Where are we?
We got lost
In the cold
I will live again, you'll see
Tomorrow's not scaring me
Far away from yesterday
Just take the pain away
I will live again, you'll see
Tomorrow's not scaring me
Far away from yesterday
Just take the pain away",634
1297,Mnemic,Within,angry,"You'll never reach the surface
Never reach the surface
Surfing underneauth the goddamn truth

Piercing the shield
Piercing the shield
Piercing the shield within your mind

Piercing the shield
Piercing the shield
Piercing the shield within your mind

(Within your mind)
Within your mind
The truth is fading away
Will I ever get through?

No matter the pain
No matter if it's in vain (if it's in vain)
No matter the pain
No matter if you get insane
No matter if you get insane

You feel so fucking down
Don't you feel alive
You feel so fucking down
Don't you feel alive
You're just a time bomb
No matter if you're right or wrong
This is just your damn song
No matter if you're right or fucking wrong

No matter the pain
No matter if it's in vain (if it's in vain)
No matter the pain
No matter if you get insane

No matter the pain
No matter if it's in vain (if it's in vain)
No matter the pain
No matter if you get insane
No matter if you get insane

No matter if it's in vain
No matter if you get insane

No matter the pain
No matter if it's in vain (if it's in vain)
No matter the pain
No matter if you get insane",1113
1298,John Mayer,Slow Dancing In A Burning Room,sad,"It's not a silly little moment
It's not the storm before the calm
This is the deep and dying breath of
This love that we've been working on
Can't seem to hold you like I want to
So I can feel you in my arms
Nobody's gonna come and save you
We pulled too many false alarms
We're going down
And you can see it too
We're going down
And you know that we're doomed
My dear, we're slow dancing in a burning room
I was the one you always dreamed of
You were the one I tried to draw
How dare you say it's nothing to me?
Baby, you're the only light I ever saw
I'll make the most of all the sadness
You'll be a bitch because you can
You try to hit me just to hurt me
So you leave me feeling dirty
'Coz you can't understand
We're going down
And you can see it too
We're going down
And you know that we're doomed
My dear, we're slow dancing in a burning room
Go cry about it, why don't you?
Go cry about it, why don't you?
Go cry about it, why don't you?
My dear, we're slow dancing in a burning room
Burning room, burning room
Burning room, burning room
Don't you think we oughta know by now?
Don't you think we shoulda learned somehow?
Don't you think we oughta know by now?
Don't you think we shoulda learned somehow?
Don't you think we oughta know by now?
Don't you think we shoulda learned somehow?",1291
1299,The Beatles,Yer Blues,sad,"Yes I'm lonely wanna die
Yes I'm lonely wanna die
If I ain't dead already
Ooh girl you know the reason why.
In the morning wanna die
In the evening wanna die
If I ain't dead already
Ooh girl you know the reason why.
My mother was of the sky
My father was of the earth
But I am of the universe
And you know what it's worth
I'm lonely wanna die If I ain't dead already
Ooh girl you know the reason why.
The eagle picks my eye
The worm he licks my bones
I feel so suicidal
Just like Dylan's Mr. Jones
Lonely wanna die
If I ain't dead already
Ooh girl you know the reason why.
Black cloud crossed my mind
Blue mist round my soul
Feel so suicidal
Even hate my rock and roll
Wanna die yeah wanna die
If I ain't dead already
Ooh girl you know the reason why.",751
1300,The Robert Cray Band,Smoking Gun,angry,"I get a constant busy signal
When I call you on the phone
I get a strong uneasy feeling
You're not sitting there alone
I'm having nasty, nasty visions
And baby you're in every one, yeah
And I'm so afraid I'm gonna find you with
A so called smoking gun
Maybe you want to end it
You've had your fill with my kind of fun
But you don't know how to tell me
And you know that I'm not that dumb
I put 2 and 1 together
And you know that's not an even sum
And I know just where to catch you with
That well known smoking gun
I'm standing here bewildered
I can't remember just what I've done
I can hear the sirens whining
My eyes blinded by the sun
I know that I should be running
My heart's beating just like the drum
Now they've knocked me down and taking it
That still hot smoking gun
Yeah, yeah, still hot smoking gun
They've taken it, still hot smoking gun
Oh, they've taken it, still hot smoking gun
They knocked me down, they've taken it, oh
Oh",940
1301,Juvenile,Slow Motion,sad,"Slow motion for me
Slow motion for me, move in slow motion for me (C'mon)
Slow motion for me
Slow motion for me, move in slow motion for me

Ughh! I like it like that
She working that back, I don't know how to act
Slow motion for me, slow motion for me
Slow motion for me, move in slow motion for me
Ughh! I like it like that
She working that back, I don't know how to act
Slow motion for me, slow motion for me
Slow motion for me, move in slow motion for me


I'm a dick thrower, her neck and her back hurting
Cut throater, have you like a brand new virgin
It's like when you get used of it then you start serving
Hop up on top and start jicky-jicky-jerking
Slow down for me, a-you moving too fast
My fingers keep slipping, I'm tryna grip that ass
Keep being hard-headed and I'ma make you get off me
Got human enough disguise but my face is a doggy
If you loving my bark let me bury my bone
I got four or five bad married bitches at home
One of my bitches feel in love with that outside dick
That outside dick keep them hoes sick like


Ughh! I like it like that
She working that back, I don't know how to act
Slow motion for me, slow motion for me
Slow motion for me, move in slow motion for me
Ughh! I like it like that
She working that back, I don't know how to act
Slow motion for me, slow motion for me
Slow motion for me, move in slow motion for me

It's like I got the world in my palms
Your girl up under my arms, she fucked up from the charm
She love the way the dick stay hard from 12 'til early in the morn'
Fine bitches if you listening, you heard me, I'm strong

If you going through your cycle, I ain't with it, I'm gone
You must have heard about them hoes that I beat up in my home
They wasn't telling the truth baby, you know they was wrong
Now, make it official, wind up some of that dome
I don't mind buying blue, your riding to
Don't be asking nigga questions about where I'm driving you
Lil mama my shit together, I ain't jiving you
I don't think that nigga could do you better then I could do, ya know
And Juvenile from cross the street by the derby
Same nigga that used to be running with Rusty and Kirby
Can a playa from the 'Nolia get a chance with it?
But I can't bounce with you without using my hands with it

Ughh! I like it like that
She working that back, I don't know how to act
Slow motion for me, slow motion for me
Slow motion for me, move in slow motion for me
Ughh! I like it like that
She working that back, I don't know how to act
Slow motion for me, slow motion for me
Slow motion for me, move in slow motion for me

Slow motion, she open, I'm hoping she don't leave my dick broken
With brush burns and swollen
I'm toting, she wanted me to make her out a believer
I gurantee ya I'ma see ya when I see ya

And just don't holla out my name like we was all that
Your pussy throw back and you know that
So stop stunting, slow motion for a real nigga
I'm going off that incredible potion and I'ma deal with ya

I like how that Victoria Secret sit in that ass
Let me pour some more hip and Hennsey in your glass
Would I be violating if I grab me a handful?
I know what's happening, all I want is a sample
Who you with? I'm in the rental today
It's going down and happening and I remember the way
Less money we spend on bullshit, the more for the weed

What's it gonna take for you to come slow motion with me?
Like

Ughh! I like it like that
She working that back, I don't know how to act
Slow motion for me, slow motion for me
Slow motion for me, move in slow motion for me
Ughh! I like it like that
She working that back, I don't know how to act
Slow motion for me, slow motion for me
Slow motion for me, move in slow motion for me
Ughh! I like it like that
She working that back, I don't know how to act
Slow motion for me, slow motion for me
Slow motion for me, move in slow motion for me
Ughh! I like it like that

She working that back, I don't know how to act
Slow motion for me, slow motion for me
Slow motion for me, move in slow motion for me",3986
1302,Grizzly Bear,Knife,angry,"I want you to know
When I look in your eyes
With every blow
Comes another lie
You think it's alright
You think it's alright
You think it's alright
You think it's alright
Can't you feel the knife, oh?
Can't you feel the knife, oh?
Can't you feel the knife, oh?
Can't you feel the knife, oh?
Knife
Knife
Knife",307
1303,Bayside,Already Gone,sad,"
You, you never call
You never write me or nothing
I set myself up to fall
I was stupid then to try


And I'm living a lie
I'm in a fantasy world
But the hero won't win this time
'Cause a pipe dream gets flushed away


By all means I'm gettin' mad
But that don't mean I don't feel sorry for ya


How sad you're gonna be
I wish I could stick around
To see your face when you realize you've permanently changed
And it's all thanks to me
I was wrong for coming here
You'll wake alone and run around your lonely home
Look for my face but I'm already gone


You, you never call
You never write me or nothing
I set myself up to fall
I was stupid then to try
There was something in the way
Something in the way
Something in the way that you shut the door
I couldn't get enough, when you'd blow me off
I just kept dragging myself back for more


By all means I'm gettin' mad
But that don't mean I don't feel sorry for ya


How sad you're gonna be
I wish I could stick around
To see your face when you realize you've permanently changed
And it's all thanks to me
I was wrong for coming here
You’ll wake alone and run around your lonely home
Look for my face but I'm already gone


One day you're gonna see
The life sentence you gave to me
But I swear, one day we will share this cell
I know it's cold but I will keep us warm
With all the hate I radiate
We'll be walking hand in hand in hell
(We'll be walking hand in hand in hell)

How sad you're gonna be
I wish I could stick around
To see your face when you realize you've permanently changed
And it's all thanks to me
I was wrong for coming here
You'll wake alone and run around your lonely home
Look for my face but I'm already gone",1677
1304,John Scofield,Motherless Child,relaxed,"Sometimes I feel like a motherless child
Sometimes I feel like a motherless child
Sometimes I feel like a motherless child
A long way from home
A long way from home, mm mm

Sometimes I wish that I could fly
Like a bird up in the sky
Oh, sometimes I wish I could fly
Fly like a bird up in the sky
Such a long way from home
Such a long way from home

Sometimes I feel like freedom is near
Sometimes I feel like freedom is near

Sometimes I feel like freedom is near
But we're so far from home
You know we're so far from home

Sometimes I feel like a motherless child
Sometimes I feel like a motherless child
Sometimes I feel like a motherless child
A long way from home
Oh such a long way from home
I'm long way from home
Such a long way from home",745
1305,Mark Ronson,Just,sad,"Can't get the stink off
He's been hanging round for days
Comes like a comet
Suckered you but not your friends
One day he'll get to you
And teach you how to be a holy cow

You do it to yourself, you do
And that's what really hurts
Is that you do it to yourself
Just you and no one else
You do it to yourself
You do it to yourself

Don't get my sympathy
Hanging out the 15th floor

You've changed the locks three times
He still comes reeling through the door
One day I'll get you
And teach you how to get to purest hell

You do it to yourself, you do
And that's what really hurts
Is that you do it to yourself
Just you, you and no one else
You do it to yourself
You do it to yourself

You do it to yourself, you do
And that's what really hurts
Is that you do it to yourself
Just you, you and no one else
You do it to yourself
You do it to yourself.. yourself.. yourself..",869
1306,Mishka,Above The Bones,relaxed,"Oh let us rise
Above the bones
Let us remember the memories
Filled with compassion
Not scarred by anger
No not blinded by the ashes of the past
My eyes have not seen it all
Yet in my soul I know
No conception
Is hidden there down below

I wanna go home
Take me home
I’ve got to go home
Take me home

We gonna rise yeah
High above the flames
Our hearts open as the endless sky
No more deception
No more shame
Just a reflection of the natural high
Ah, do you remember that melody?
Ah, oh yeah, do you remember that song so free? yeah

I wanna go home
Take me home
I’ve got to go home
Take me home, yeah
Oh let us rise
Above the bones
Let us remember the memories
No more afraid
No more alone
Let our spirits fly so free
In my arms
A little child wrapped tight in prayer
Safe from harm, oh yeah
Ever guided by jah jah fire, oh

I wanna go home
Take me home
I’ve got to go home
Take me home
I wanna go home
So take me home, home, nah nah nah
You take me home, home, ya ya yeah
You take me home nah nah yeah..
 oh
You take me",1020
1307,Ringo Starr,It Don't Come Easy,relaxed,"It don't come easy
You know it don't come easy
It don't come easy
You know it don't come easy


Got to pay your dues if you wanna sing the blues
And you know it don't come easy
You don't have to shout or leap about
You can even play them easy


Forget about the past and all your sorrows
The future won't last
It will soon be over tomorrow


I don't ask for much, I only want trust
And you know it don't come easy
And this love of mine keeps growing all the time
And you know it just ain't easy


Open up your heart, let's come together
Use a little love
And we will make it work out better

Got to pay your dues if you wanna sing the blues
And you know it don't come easy
You don't have to shout or leap about
You can even play them easy


Peace, remember peace is how we make it
Here within your reach
If you're big enough to take it


I don't ask for much, I only want trust
And you know it don't come easy
And this love of mine keeps growing all the time
And you know it don't come easy",990
1308,Bing Crosby,Silent Night,relaxed,"
Silent night, holy night
All is calm and all is bright
Round yon virgin, mother and child
Holy infant so tender and mild
Sleep in heavenly peace, sleep in heavenly peace


Silent night, holy night
Shepherds quake at the sight
Glories stream from heaven afar
Heavenly hosts sing Alleluia
Christ the Savior is born
Christ the Savior is born


Silent night, holy night (Mmm)
Child of heaven, oh how bright (Mmm)
Thou did smile when thou was born (Mmm)
Blessed be that happy morn (Mmm)
All of heaven rejoice (Ahh)
All of heaven rejoice (Ahh)",538
1309,Nelly,Party People,happy,"(Let's go) Zone Fo', St. Louis - you ready?
Haha, A-T-L... let's go!
I told y'all I was gon' change the game
L.A. all day! They can't stop ya boy
They can't stop ya boy, I get money!
Y'all motherfuckers ain't ready, hey!


Just walked through the door, what's it gonna be?
I can't get to the floor, boys all over me
Where my party, p-party party, p-party people at?
Where my party, p-party party, p-party people at?
I just walked through the door, what's it gonna be?
I can't get to the flo', girls all over me
Where my party, p-party party, p-party people at?
Where my party, p-party party, p-party people at?


It's Nelly motherfucker comin' straight up out the Lou' and
All you New Edition-ass rappers better cool it now
'Fore I make a fool of y'all, paper stacked as tall as Yao
Ming, look at the bling, settings in rings lookin like basketballs
It's Nelly motherfucker comin' straight up out the Lou' and
All you New Edition-ass rappers better cool it now
'Fore I make a fool of y'all, paper stacked as tall as Yao
Ming, look at the bling, settings in rings lookin like basketballs
Just walked through the door, what's it gonna be?
I can't get to the floor, boys all over me
Where my party, p-party party, p-party people at?
Where my party, p-party party, p-party people at?
I just walked through the door, what's it gonna be?
I can't get to the flo', girls all over me
Where my party, p-party party, p-party people at?
Where my party, p-party party, p-party people at?


Where my party people at? (Where my party people at?)
Where my party people at? (Where my party people at?)
Where my party people at? (Where my party people at?)
Where my party people at? (Where my party people at?)
Where my party people at? (Where my party people at?)
Where my party people at? (Where my party people at?)
Where my party people at? (Where my party people at?)
Where my party people at? (Where my party people at?)


Well, it's Fergie motherfucker comin' straight from Cali-for-ni-A
Stuntin' in my loc-locs, dreamin 'bout me M.I.A
Boyfriend wonderin' where I'm at, cause I'm in the spot-spot
Why he always tryin' to be puttin' me down on lock lock?
Well, it's Fergie motherfucker comin' straight from Cali-for-ni-A
Stuntin' in my loc-locs, Trina got me M.I.A
Boyfriend wonderin' where I'm at, cause I'm in the spot-spot
Why he always tryin' to be puttin' me down on lock lock?

Just walked through the door, what's it gonna be?
I can't get to the floor, boys all over me
Where my party, p-party party, p-party people at?
Where my party, p-party party, p-party people at?
I just walked through the door, what's it gonna be?
I can't get to the flo', girls all over me
Where my party, p-party party, p-party people at?
Where my party, p-party party, p-party people at?


Patiently waitin' and takin' my time
Watchin' these haters done come with they rhymes
Watchin' these suckers all mimickin', gimmickin'
Then they start fallin' off one at a time
You be the searcher but you never could find
I promise you durrty I'm one of a kind
Mold is broken, the formula's mine
I killed the idea and destroyed the design
I was patiently waitin' and takin' my time
Now that I'm here I'm gettin' my shine
All of you haters can kiss my behind
Specifically speakin' I'm talkin 'bout mine
Don't need you to tell me I know that I'm fine
I'm killin' it baby so call it a crime
Yeah you watch it but I'm stealin' my time
I told you before that big girls don't cry

At the liquor store
Girls, go fuck on tour
Where my party people at, oh?


Just walked through the door, what's it gonna be?
I can't get to the floor, boys all over me
Where my party, p-party party, p-party people at?
Where my party, p-party party, p-party people at?
I just walked through the door, what's it gonna be?
I can't get to the flo', girls all over me
Where my party, p-party party, p-party people at?
Where my party, p-party party, p-party people at?


Where my party people at? (Where my party people at?)
Where my party people at? (Where my party people at?)
Where my party people at? (Where my party people at?)
Where my party people at? (Where my party people at?)
Where my party people at? (Where my party people at?)
Where my party people at? (Where my party people at?)
Where my party people at? (Where my party people at?)
Where my party people at? (Where my party people at?)",4333
1310,Lonestar,Tell Her,happy,"
So you say your love's about to end
You say you can't take no more
She's out the door
And your looking for a friend
Who am I to tell you why?
But I'm just curious, were you furious
Or did you swallow your pride
And look her in the eye and


Tell her that you love her
Tell her that you need her
Tell her that you want her to stay
Reassure her with a kiss
She may never know unless you
Show her what your feeling
Tell her you're believing
Even though it's hard to say
'Cause she needs to know you're thinking of her
So open up and tell her that you love her


Brother I've been right where you are now
And my heart was broke
'Cause I never spoke
Those healing words out loud
But I've learned my lesson well
And now every night
Before I close my eyes
I look at my woman and
I ask myself did you
Tell her that you love her
Tell her that you need her
Tell her that you want her to stay
Reassure her with a kiss
She may never know unless you
Show her what your feeling
Tell her you're believing
Even though it's hard to say
'Cause she needs to know you're thinking of her
So open up and tell her that you love her


Tell her that you love her


Tell her that you love her
Tell her that you need her
Tell her that you want her to stay
Reassure her with a kiss
She may never know unless you
Show her what your feeling
Tell her you're believing
Even though it's hard to say
'Cause she needs to know you're thinking of her
So open up and tell her that you love her
Tell her that you love her",1483
1311,Fang Island,The Illinois,relaxed,"Oh how do I get of town
Leave this guy hanging around
The sun don't sit in the sky
Oh oh oh",91
1312,Maze,We Are One,happy,"Can't understand
Why we treat each other in this way
Taking up time
With the silly, silly games we play
We've got our love
And no matter how it's said or done

We are one no matter what we do
We are one our love will see us through
We are one and that's the way it is
We are one

Sometimes I feel
That we try and make each other sad
I don't know why
The things we do
How we make each other feel so bad
We've got so much
We could all be having so much fun

We are one from the very start
We are one deep down in your heart
We are one
And that's the way it is
We are one
I can't understand
Why we treat each other in this way
Taking up time
With the silly silly games we play, play
We've got our love, our love
And no matter how it's said or done

We are one
We are one
You can't get away
We are one
We are one
That's the way it is
That's the way it is
We are one
We are one",872
1313,Ray Charles,Somewhere Over The Rainbow,relaxed,"Someday I?ll wish upon a star
And wake up with a rainbow there

Somewhere over the rainbow
Way up high,
There's a land that I heard of
Once in a lullaby.
Somewhere over the rainbow
Skies are blue,
And the dreams that you dare to dream
Really do come true.

Someday I'll wish upon a star
And wake up where the clouds are far
Behind me (are far behind me)
Where troubles melt like lemon drops

Way up above the chimney tops
That's where you'll find me.

I know somewhere over the rainbow
The bluebirds fly
They fly over the rainbow
Why then, why can?t I?

Someday I?ll wish upon a star
And wake up where the clouds are far
Behind me
Someday I?ll wish upon a star
And wake up where the clouds are far
Behind me
Where troubles melt like lemon drops
Way up above the chimney tops
That?s where you?ll find me


Somewhere over the rainbow
Bluebirds fly.
Birds fly over the rainbow.
Why then, oh why can't I?

If happy little bluebirds fly
Beyond the rainbow
Why, oh why can't I?",971
1314,Vince Gill,When I Call Your Name,sad,"I rushed home from work like I always do
I spent my whole day just thinking of you
When I walked through the front door my whole life was changed
Cause nobody answered when I called your name
A note on the table that told me goodbye
It said you'd grown weary of living a lie
Your love has ended but mine still remains
But nobody answers when I call your name
Oh the lonely sound of my voice calling
Is driving me insane
And just like rain the tears keep falling
Nobody answers when I call your name
Oh the lonely sound of my voice calling
Is driving me insane
And just like rain the tears keep falling
Nobody answers when I call your name
Oh nobody answers when I call your name",678
1315,Alice Cooper,No More Mr. Nice Guy,sad,"I used to be such a sweet, sweet thing 'Til they got a hold of me. I opened doors for little old ladies, I helped the blind to see. I got no friends 'cause they read the papers. They can't be seen with me and I'm gettin' real shot down And I'm feeling mean. No more Mister Nice Guy, No more Mister Clean, No more Mister Nice Guy, They say he's sick, he's obscene. I got no friends 'cause they read the papers. They can't be seen with me and I'm feelin' real shot down And I'm gettin' mean. No more Mister Nice Guy, No more Mister Clean, No more Mister Nice Guy, They say he's sick, he's obscene. My dog bit me on the leg today. My cat clawed my eyes. Ma's been thrown out of the social circle, And dad has to hide. I went to church incognito. When everybody rose, the Reverend Smith, He recognized me, And punched me in the nose, he said. No more Mister Nice Guy, No more Mister Clean, No more Mister Nice Guy, He said you're sick, you're obscene. No more Mister Nice Guy, No more Mister Clean, No more Mister Nice Guy, He said you're sick, you're obscene.",1056
1316,Fats Domino,All By Myself,happy,"
Little girl, don't you understand?
I wanna be your loving man


All by myself, all by myself
I don't want no one to love you
I wanna love you all by myself


You'll find little girl you know it too
Don't you know I'm in love with you


All by myself, all by myself
I don't want no one to love you
I wanna love you all by myself


Meet me in the parlor 'bout half past one
We will go on out and have some fun


All by ourself, all by ourself
We don't need nobody with us
We gonna do it all by ourself


Meet me in the parlor 'bout half past one
We will go on out and have some fun


All by ourself, all by ourself
We don't need nobody with us
We gonna have it all by ourself


Little girl, don't you understand?
I wanna be your loving man


All by myself, all by myself
We don't want no one to love you
We will love you all by myself",833
1317,Hezekiah Walker & The Love Fellowship Crusade Choir,Power Belongs To God,happy,"Trust in the Lord at all times
Pour out your heart before Him
Power belongeth to God

God has spoken once
And twice have I heard this
Power belongeth to God

Who can search His understanding
His thoughts higher than ours
All power's in His hands for my life He has a plan

God is our salvation
We find refuge in Him
Power belongs, power belongs to God

Great is our God Almighty
And He is strong at battle
Power belongs to our God

Although an host encamp me
Encamp and do surround me
Power belongs to our God

I shall not be afraid of the terror by night
Nor the arrow by day
I'm persuaded come what may
And now trouble behind me
I've got great joy before me
Power belongs, power belongs to God

Great is our God Almighty
And He is strong at battle
Power belongs to our God

Although an host encamp me
Encamp and do surround me
Power belongs to our God

I shall, I shall not be afraid of the terror by night
Nor the arrow by day
I'm persuaded come what may

And now trouble behind me
I've got great joy before me
Power belongs, power belongs to God
Power belongs to God
Power belongs to God

There is nothing too hard for God
Nothing too hard for God
Power belongs to God
There is nothing too hard for God
Nothing too hard for God
Power belongs to God

There is nothing too hard for God
Nothing too hard for God
Power belongs to God

There is nothing too hard for God
Nothing too hard for God
Power belongs to God

There is nothing too hard for God
Nothing too hard for God
Power belongs to God

There is nothing too hard for God
Nothing too hard for God
Power belongs to God

There is nothing too hard for God
Nothing too hard for God
Power belongs to God

There is nothing too hard for God
Nothing too hard for God
Power belongs to God
There is nothing too hard for God
Nothing too hard for God
Power belongs to God

There is nothing too hard for God
Nothing too hard, nothing too hard for God
Power belongs to God

There is nothing too hard for God
Nothing too hard for God
Power belongs to God

There is nothing too hard for God
Nothing too hard for God
Power belongs to God

There is nothing too hard for God
Nothing too hard, nothing too hard for God
Power belongs to God

There is nothing too hard for God
Nothing too hard for God
Power belongs to God

There is nothing too hard for God
Nothing too hard for God
Power belongs to God

There is nothing too hard for God
Nothing too hard, nothing too hard for God
Power belongs to God

There is nothing too hard for God
Nothing too hard for God
Power belongs to God

There is nothing too hard for God
Nothing too hard for God
Power belongs to God
Power belongs to God
Power belongs to God",2643
1318,John Anderson,Wild And Blue,relaxed,"
Way across town a phone rings off the wall
If you know he ain't home, why do you keep calling?
You're gonna drive yourself crazy and you know that it's true
It's just making you wild and blue


Wild and blue, it's no wonder
Look at the things that you do
They could just take you up yonder, honey
You're already wild and blue


In somebody's room on the far side of town
With your minds all made up and the shades all pulled down
Someone is trying to satisfy you
He don't know you're wild and you're blue


Wild and blue, it's no wonder
Look at the things that you do
They could just take you up yonder, honey
You're already wild and blue


It's four in the morning and you're all alone
With no place to go, why don't you come home?
I'll be right here baby, waiting for you
I know you've been wild and blue

Wild and blue, it's no wonder
Look at the things that you do
They could just take you up yonder, honey
You're already wild and blue
Wild and blue, it's no wonder
Look at the things that you do
They could just take you up yonder, honey
You're already wild and blue


Wild and blue
It's no",1096
1319,The Cult,Sun King,relaxed,"This is where it all ends
And the kinda dream that you've never seen
Well, yeah
Hot damn, ooh, mercy ma'am
What the hell you doing to me?
Ah, strutting round with your head held high
What you trying to prove, girl?
Black haired missy
Big brown eyes
On my knees, mama please
I'm a regal man
I'll do what I can
To take you off to the promised land
I'm a sun king, baby
Let me take you by the hand
Sun king, honey
We can rule across the land
I'm a sun king, baby
With you, I'll share my throne
A sun king, honey
I can't make it on my own, no
Hey, look out, little missy's about
Ripping up the town, yeah
Honey, I can't tie you down
Woman, you make me frown
Long legged lady with a black dress on
On my knees, mama please
I'm a regal man I'll do what I can
To t-t-take you to the promised land
A sun king, baby
Let me take you by the hand
Yeah, sun king, honey
We can rule across this land
I'm a sun king, baby, baby
With you, I'll share my throne
A sun king, honey
I can't make it on my own, yeah
Let me tell you people
Now, listen good
City crawling like a tired dog, yeah
Cult children in the house of the dawn, yeah
Time was wasted 'cause it's gone too fast
Time was wasted 'cause it's gone too fast
I see the sun begin to shine
I see the sun begin to shine
Sun king, baby, ow
Let me take you by the hand
Oh, sun king, honey
We can rule across the land
I'm a sun king, baby, yeah yeah
With you, I'll share my throne
Sun king, honey
I can't make it on my own, yeah
I'm a sun king, baby
Sun king
Sun king, baby...",1511
1320,Sarah Vaughan,Fever,sad,"Never know how much I love you
Never know how much I care
When you put your arms around me
I get a fever that's so hard to bear
You give me fever (you give me fever) when you kiss me
Fever when you hold me tight (you give me fever)
Fever ... in the mornin'
Fever all through the night

Sun lights up the day time
Moon lights up the night
I light up when you call my name
'cause I know you're gonna treat me right
You give me fever (you give me fever) when you kiss me
Fever when you hold me tight (you give me fever)
Fever ... in the mornin'
Fever all through the night (WOW!!)

Everybody's got the fever
That is somethin' you all know
Fever isn't such a new thing
Fever started long time ago

(You give me fever)
Baby, turn on your love light (yeah, yeah)
Let it shine on me (yeah, yeah)
Well, baby, turn on your love light (yeah, yeah)
And let it shine on me (yeah, yeah)
Well, just a little bit higher (yeah, yeah)
And just a little bit brighter, baby (yeah, yeah)
You give me fever (yeah, yeah, yeah, yeah)
You give me fever (yeah, yeah, yeah, yeah)
You give me fever (yeah, yeah, yeah, yeah)
You give me fever",1114
1321,Metric,On The Sly,angry,"
Wipe it up, you're capable of putting back a few when you have to
Re-memorize the history of your body, like a virgin
Ladies' night, '80s night
The kids get high and eat TV
So do we
For Halloween, I want to be Lenny Bruce


I want them to hate me
(I want them to hate me)
I want them to hate me
(I want them to hate me)
I want them to hate me
So you can love me on the sly


My old flame broke the 12 bar blues just to prove he could
He pays the airline DJs now
He is everywhere


I want him to hate me
(I want him to hate me)
I want him to hate me
(I want him to hate me)
I want him to hate me
So you can love me on the sly
I want him to hate me
(I want him to hate me)
I want him to hate me
I don't feel so far away from you lately
Love me on the sly


Fill me in on horrible
How much is there?
Where else can I live?
The dirty sugar factory on the water
(On the water)
Should smell sweet


I want them to hate me
I want them to hate me
I don't feel so far away from you lately
Love me on the sly

I want them to hate me
I want them to hate me
I don't feel so far away from you lately
Love me on the sly

I want them to hate me
I want them to hate me
I don't feel so far away from you lately
Love me on the sly",1213
1322,Fenix TX,All My Fault,sad,"
I guess we've had our fun
But it seems our fun is over now
And that's alright
It's all right
Time for me to move along
And after all is said and done
I'll be alright
And it's alright


Tell me something that's sure to break my heart
Cause everything's my fault
And I know
I deserve to be alone
Cause everything's my fault


Here we go again, unsuccessful to make amends
But that's alright
And it's alright
I've tried as hard as I can but I can't seem to understand
Oh, it's alright
And it's alright


Tell me something that's sure to break my heart
Cause everything's my fault
And I know
I deserve to be alone
Cause everything's my fault


I guess it's over now your honesty has all run out
But that's alright
And it's alright
I just can't seem to see how the hell you can make believe
That it's alright
It's alright


Tell me something that's sure to break my heart
Cause everything's my fault
And I know
I deserve to be alone
Cause everything's my fault


And everything's my fault
And everything's my fault
And everything's my fault
And everything's my fault",1062
1323,Broken Social Scene,Fire Eye'd Boy,angry,"
Until the day you die
You always admit
You were right
You were right
About all of it


Fire eyed boy gave them all the slip
Fire eyed boy gave them all the slip
If you're going to come, you better make it quick
Fire eyed boy gave them all the slip


Until the day I die
Columbia I blame
Brought us back
Back to life
Drifted off again


Fire eyed boy gave them all the slip
Fire eyed boy gave them all the slip
If you're going to come, you better make it quick
Fire eyed boy gets his ass whipped


Fire eyed boy gave them all the slip
Fire eyed boy gave them all the slip
If you're going to come, you better make it quick
Fire eyed boy gave them all the slip
Fire eyed boy gave them all the slip
Fire eyed boy gave them all the slip
If you're going to come, you better make it quick
Fire eyed boy gets his ass whipped",817
